x y result
16 3 4096
16 4 65536
10 0 1
6 0 1
16 4 65536
28 2 784
17 3 4913
29 4 707281
22 1 22
20 3 8000
15 2 225
28 4 614656
18 0 1
29 3 24389
12 2 144
13 3 2197
19 2 361
22 4 234256
17 0 1
29 2 841
29 0 1
26 2 676
16 3 4096
8 0 1
19 2 361
27 4 531441
6 4 1296
23 1 23
12 0 1
2 3 8
16 1 16
26 3 17576
26 0 1
2 3 8
9 4 6561
0 3 0
8 3 512
28 2 784
16 0 1
25 2 625
14 4 38416
18 4 104976
15 3 3375
28 4 614656
24 4 331776
13 0 1
10 2 100
9 3 729
3 3 27
29 1 29
26 3 17576
19 4 130321
28 1 28
2 2 4
1 1 1
0 0 1
10 3 1000
25 3 15625
13 1 13
21 0 1
1 0 1
4 0 1
16 3 4096
3 0 1
0 0 1
26 1 26
16 3 4096
26 4 456976
0 0 1
13 2 169
16 1 16
11 4 14641
26 1 26
14 4 38416
7 1 7
26 2 676
15 2 225
20 1 20
27 0 1
29 0 1
11 1 11
0 2 0
20 3 8000
1 3 1
21 0 1
29 3 24389
11 2 121
5 4 625
2 0 1
24 3 13824
17 3 4913
12 2 144
20 4 160000
20 0 1
7 4 2401
13 0 1
5 0 1
11 4 14641
22 0 1
18 3 5832
8 4 4096
16 3 4096
8 2 64
12 3 1728
20 1 20
2 3 8
18 1 18
1 4 1
28 3 21952
24 3 13824
16 1 16
6 3 216
1 0 1
28 2 784
5 3 125
17 0 1
28 4 614656
14 2 196
5 1 5
5 1 5
4 1 4
22 1 22
26 4 456976
18 2 324
3 2 9
1 2 1
15 2 225
0 3 0
25 3 15625
4 1 4
12 4 20736
21 4 194481
21 4 194481
6 3 216
27 3 19683
24 0 1
15 1 15
7 1 7
0 2 0
28 0 1
10 2 100
20 4 160000
10 2 100
29 4 707281
17 0 1
18 3 5832
27 0 1
21 3 9261
16 0 1
5 1 5
5 1 5
6 4 1296
1 3 1
8 1 8
14 3 2744
7 0 1
10 3 1000
29 3 24389
20 1 20
7 4 2401
4 2 16
11 3 1331
24 2 576
24 2 576
25 3 15625
5 1 5
14 0 1
0 1 0
6 3 216
22 1 22
18 2 324
0 1 0
5 2 25
26 4 456976
16 4 65536
27 0 1
5 3 125
4 2 16
6 4 1296
17 1 17
6 1 6
17 3 4913
9 1 9
3 2 9
12 3 1728
10 2 100
4 3 64
29 1 29
7 4 2401
22 1 22
22 1 22
8 3 512
6 1 6
23 4 279841
2 4 16
15 2 225
11 0 1
8 3 512
11 0 1
15 1 15
2 0 1
9 1 9
5 1 5
6 2 36
0 1 0
6 2 36
22 0 1
7 3 343
18 3 5832
24 0 1
23 4 279841
28 0 1
7 1 7
24 0 1
10 3 1000
19 1 19
2 0 1
5 3 125
22 3 10648
13 1 13
28 2 784
24 3 13824
8 1 8
15 4 50625
10 1 10
19 4 130321
27 1 27
2 2 4
7 2 49
12 4 20736
7 2 49
6 4 1296
7 3 343
12 4 20736
25 4 390625
6 1 6
14 4 38416
10 0 1
24 4 331776
3 0 1
0 0 1
10 2 100
1 1 1
22 0 1
19 2 361
9 0 1
14 0 1
28 1 28
24 0 1
4 2 16
28 4 614656
21 1 21
22 0 1
15 1 15
7 2 49
0 1 0
0 4 0
23 1 23
17 3 4913
4 2 16
8 2 64
3 0 1
2 1 2
24 2 576
2 1 2
27 2 729
10 2 100
19 1 19
20 4 160000
20 2 400
10 2 100
20 1 20
17 4 83521
29 1 29
18 2 324
15 3 3375
8 4 4096
8 3 512
15 2 225
13 2 169
11 2 121
28 4 614656
1 0 1
8 1 8
22 4 234256
19 2 361
14 0 1
4 2 16
16 3 4096
7 4 2401
4 3 64
1 3 1
19 0 1
12 3 1728
25 4 390625
18 3 5832
9 1 9
0 1 0
1 3 1
4 4 256
9 2 81
2 4 16
20 4 160000
9 3 729
19 4 130321
15 0 1
16 2 256
23 1 23
19 1 19
20 4 160000
8 2 64
2 3 8
18 2 324
29 2 841
22 2 484
28 0 1
16 0 1
29 4 707281
3 2 9
21 4 194481
8 1 8
20 2 400
29 4 707281
21 3 9261
24 2 576
18 0 1
13 3 2197
7 0 1
26 0 1
8 3 512
10 2 100
15 2 225
11 2 121
14 0 1
16 4 65536
16 2 256
10 3 1000
28 0 1
23 3 12167
27 3 19683
2 1 2
28 3 21952
27 3 19683
12 2 144
22 0 1
10 2 100
20 3 8000
8 1 8
14 1 14
29 0 1
18 1 18
25 3 15625
8 0 1
17 4 83521
4 3 64
24 2 576
23 4 279841
4 3 64
26 2 676
11 2 121
7 0 1
21 3 9261
8 2 64
9 1 9
12 0 1
5 1 5
18 4 104976
1 1 1
1 3 1
23 2 529
16 2 256
10 4 10000
24 2 576
20 2 400
9 3 729
5 4 625
5 1 5
29 0 1
21 4 194481
27 1 27
12 0 1
26 0 1
18 1 18
20 4 160000
7 1 7
26 1 26
8 0 1
13 1 13
28 2 784
22 4 234256
15 2 225
28 4 614656
1 2 1
13 3 2197
6 3 216
24 3 13824
12 3 1728
29 0 1
19 4 130321
26 0 1
17 3 4913
14 1 14
14 3 2744
16 2 256
17 4 83521
16 2 256
17 3 4913
28 2 784
26 2 676
16 0 1
18 1 18
10 3 1000
24 0 1
25 2 625
22 4 234256
8 1 8
5 2 25
29 3 24389
22 0 1
15 3 3375
3 4 81
9 0 1
6 1 6
14 0 1
19 4 130321
8 2 64
2 3 8
6 2 36
4 2 16
4 2 16
20 1 20
26 2 676
29 0 1
8 1 8
9 4 6561
14 4 38416
6 4 1296
3 2 9
20 1 20
10 3 1000
20 4 160000
10 1 10
21 4 194481
3 1 3
8 3 512
7 4 2401
22 3 10648
18 4 104976
0 4 0
26 1 26
17 3 4913
16 3 4096
21 1 21
12 0 1
14 4 38416
25 0 1
21 0 1
23 4 279841
22 1 22
29 1 29
12 3 1728
10 3 1000
23 4 279841
21 2 441
9 1 9
0 3 0
19 4 130321
7 3 343
3 1 3
10 2 100
16 4 65536
3 1 3
5 0 1
7 0 1
20 1 20
3 0 1
20 4 160000
1 2 1
3 1 3
10 2 100
4 4 256
14 1 14
29 0 1
27 2 729
13 3 2197
0 0 1
7 4 2401
28 3 21952
14 2 196
10 4 10000
20 4 160000
6 1 6
17 4 83521
24 3 13824
5 2 25
27 2 729
9 4 6561
5 1 5
3 3 27
27 1 27
10 2 100
26 1 26
18 1 18
9 1 9
12 4 20736
8 2 64
28 4 614656
10 2 100
2 4 16
15 1 15
27 2 729
26 0 1
2 1 2
5 4 625
18 2 324
27 1 27
8 2 64
25 0 1
19 3 6859
26 0 1
23 2 529
6 0 1
22 0 1
28 4 614656
2 1 2
1 3 1
8 3 512
10 4 10000
27 1 27
21 4 194481
26 4 456976
26 2 676
3 0 1
10 4 10000
24 0 1
15 4 50625
10 0 1
15 3 3375
4 4 256
21 2 441
29 2 841
28 1 28
16 0 1
14 4 38416
27 1 27
3 3 27
1 4 1
4 0 1
11 0 1
8 3 512
27 1 27
10 0 1
3 2 9
25 3 15625
14 2 196
9 2 81
22 3 10648
2 2 4
20 3 8000
25 4 390625
21 3 9261
8 3 512
17 1 17
28 0 1
25 1 25
10 2 100
28 4 614656
9 4 6561
23 2 529
7 2 49
13 4 28561
29 0 1
26 4 456976
13 3 2197
18 3 5832
27 1 27
13 1 13
8 2 64
11 4 14641
29 0 1
26 1 26
25 0 1
20 0 1
21 4 194481
16 3 4096
20 0 1
24 0 1
16 0 1
22 3 10648
5 3 125
0 0 1
19 1 19
16 0 1
15 1 15
6 3 216
14 0 1
10 1 10
1 1 1
21 3 9261
17 1 17
16 4 65536
12 0 1
16 4 65536
6 2 36
3 3 27
4 2 16
16 4 65536
2 4 16
3 2 9
0 1 0
27 1 27
13 4 28561
19 1 19
23 4 279841
25 1 25
3 3 27
17 2 289
5 2 25
23 3 12167
9 4 6561
25 0 1
16 2 256
21 0 1
28 4 614656
11 0 1
22 2 484
16 4 65536
8 0 1
10 3 1000
21 0 1
0 2 0
3 4 81
17 0 1
27 2 729
8 2 64
12 3 1728
6 0 1
25 0 1
27 2 729
24 4 331776
21 2 441
12 2 144
22 3 10648
16 1 16
16 4 65536
9 2 81
9 3 729
15 3 3375
13 0 1
4 3 64
11 1 11
17 1 17
10 1 10
11 3 1331
15 0 1
15 4 50625
19 0 1
26 1 26
15 2 225
14 1 14
28 2 784
1 2 1
3 3 27
12 1 12
21 1 21
29 4 707281
11 2 121
5 0 1
23 1 23
16 3 4096
6 1 6
19 4 130321
17 2 289
7 1 7
9 3 729
20 2 400
7 4 2401
22 3 10648
5 4 625
10 2 100
5 0 1
18 0 1
9 4 6561
19 2 361
8 0 1
25 0 1
11 2 121
19 4 130321
20 2 400
27 0 1
4 3 64
27 0 1
2 1 2
13 0 1
27 2 729
12 3 1728
15 2 225
29 0 1
23 3 12167
28 1 28
9 4 6561
6 4 1296
28 0 1
14 1 14
20 1 20
6 0 1
23 0 1
29 2 841
23 0 1
26 1 26
14 1 14
12 4 20736
7 3 343
0 3 0
20 4 160000
13 3 2197
0 1 0
25 1 25
8 1 8
27 0 1
10 1 10
21 2 441
19 2 361
7 3 343
27 2 729
1 1 1
14 2 196
24 3 13824
19 2 361
21 2 441
27 3 19683
14 3 2744
13 3 2197
4 3 64
2 0 1
3 0 1
9 3 729
2 1 2
11 3 1331
29 2 841
16 0 1
25 0 1
15 3 3375
16 4 65536
24 0 1
3 0 1
0 4 0
7 1 7
14 1 14
16 1 16
21 0 1
16 2 256
9 3 729
13 3 2197
3 1 3
25 4 390625
22 2 484
5 4 625
16 1 16
25 1 25
5 3 125
16 0 1
29 4 707281
23 0 1
23 0 1
15 1 15
27 4 531441
5 4 625
22 0 1
21 4 194481
13 3 2197
18 1 18
6 2 36
26 3 17576
17 3 4913
20 0 1
21 3 9261
8 0 1
28 4 614656
15 3 3375
2 3 8
1 4 1
7 4 2401
16 3 4096
14 4 38416
9 4 6561
3 1 3
19 0 1
18 1 18
25 3 15625
24 3 13824
24 3 13824
7 4 2401
3 3 27
5 4 625
14 1 14
24 2 576
15 3 3375
17 0 1
28 3 21952
29 4 707281
4 3 64
17 1 17
15 2 225
29 2 841
1 2 1
17 2 289
7 3 343
9 1 9
4 1 4
29 2 841
19 2 361
14 4 38416
26 2 676
19 0 1
0 3 0
11 1 11
22 4 234256
14 3 2744
21 4 194481
27 0 1
28 3 21952
17 4 83521
3 2 9
7 2 49
6 1 6
27 4 531441
8 1 8
28 4 614656
15 0 1
6 2 36
14 2 196
19 1 19
22 0 1
21 2 441
10 3 1000
2 2 4
24 3 13824
20 4 160000
28 3 21952
19 0 1
2 3 8
2 4 16
22 4 234256
8 1 8
10 3 1000
2 1 2
6 1 6
27 4 531441
17 4 83521
18 0 1
26 0 1
12 3 1728
1 2 1
20 1 20
12 2 144
28 2 784
7 0 1
22 0 1
5 2 25
10 3 1000
25 0 1
7 3 343
0 2 0
17 4 83521
9 2 81
22 4 234256
3 2 9
20 1 20
7 3 343
11 4 14641
11 1 11
18 1 18
7 0 1
12 2 144
12 3 1728
5 1 5
4 4 256
19 4 130321
20 3 8000
6 0 1
2 0 1
29 2 841
25 4 390625
0 3 0
3 4 81
25 4 390625
14 2 196
15 0 1
18 3 5832
27 4 531441
23 1 23
5 2 25
26 1 26
22 3 10648
23 2 529
13 2 169
2 4 16
8 1 8
5 0 1
12 2 144
0 4 0
14 4 38416
21 2 441
29 2 841
21 2 441
15 0 1
15 1 15
0 2 0
18 4 104976
18 3 5832
10 1 10
3 0 1
24 4 331776
12 0 1
21 2 441
17 4 83521
3 4 81
7 1 7
6 0 1
23 0 1
19 2 361
4 4 256
8 1 8
5 0 1
9 4 6561
25 1 25
16 1 16
13 1 13
0 3 0
15 4 50625
10 0 1
7 2 49
11 2 121
28 1 28
24 0 1
4 4 256
14 3 2744
2 4 16
6 1 6
8 3 512
0 1 0
19 0 1
8 4 4096
25 3 15625
14 2 196
3 2 9
28 3 21952
8 0 1
11 1 11
26 3 17576
14 0 1
13 0 1
4 3 64
17 1 17
21 0 1
17 0 1
18 1 18
16 2 256
17 0 1
15 2 225
15 0 1
14 1 14
23 4 279841
16 4 65536
3 4 81
19 3 6859
5 1 5
3 2 9
14 3 2744
5 1 5
2 2 4
12 4 20736
0 0 1
13 1 13
0 2 0
21 0 1
9 2 81
29 4 707281
22 2 484
13 0 1
10 4 10000
8 1 8
1 3 1
16 2 256
6 4 1296
27 4 531441
3 3 27
28 4 614656
10 2 100
9 3 729
23 2 529
29 3 24389
4 1 4
12 1 12
27 3 19683
9 3 729
3 0 1
25 2 625
24 2 576
15 2 225
14 3 2744
12 0 1
18 3 5832
19 1 19
23 2 529
22 3 10648
5 3 125
21 2 441
7 2 49
15 2 225
2 3 8
11 2 121
1 1 1
9 0 1
14 4 38416
23 4 279841
13 1 13
13 4 28561
24 3 13824
2 4 16
5 4 625
24 4 331776
26 4 456976
0 1 0
23 4 279841
10 4 10000
19 3 6859
17 4 83521
3 0 1
7 2 49
26 1 26
17 4 83521
20 2 400
8 0 1
13 2 169
21 2 441
15 2 225
15 0 1
1 1 1
12 3 1728
20 0 1
8 3 512
25 2 625
6 3 216
11 3 1331
8 4 4096
8 3 512
21 4 194481
27 2 729
16 4 65536
18 2 324
1 0 1
3 2 9
4 3 64
27 1 27
7 2 49
27 4 531441
18 0 1
22 1 22
21 4 194481
18 4 104976
3 1 3
22 1 22
8 0 1
0 2 0
17 1 17
24 3 13824
7 0 1
4 2 16
18 1 18
27 1 27
16 0 1
9 3 729
9 2 81
12 3 1728
23 2 529
4 1 4
15 1 15
27 1 27
23 3 12167
18 2 324
21 0 1
5 4 625
13 0 1
29 0 1
3 4 81
16 1 16
11 1 11
5 0 1
7 2 49
18 3 5832
25 0 1
7 4 2401
3 1 3
24 3 13824
11 1 11
4 4 256
8 3 512
8 2 64
19 1 19
15 0 1
16 3 4096
19 2 361
21 1 21
25 2 625
6 0 1
